p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
4.51662338627862e-125,1.42709254729754,0.809,0.409,8.14392362779899e-121,Tumor Front,METRN
1.77701895199038e-52,1.42612760226011,0.523,0.296,3.20414287233385e-48,Tumor Front,PADI2
3.20405753854452e-131,1.42507404082409,0.782,0.348,5.77723614774963e-127,Tumor Front,SELENBP1
1.37522696500338e-98,1.42322153655365,0.7,0.343,2.4796717405976e-94,Tumor Front,QSER1
1.60867945877346e-140,1.41696480221594,0.883,0.455,2.90060993211442e-136,Tumor Front,HIST1H1D
7.47595576731738e-107,1.41659294752536,0.727,0.353,1.347989584405e-102,Tumor Front,SIKE1
3.47754501623923e-164,1.41641821491987,0.913,0.431,6.27036141878095e-160,Tumor Front,PSMD12
5.56185614773992e-172,1.41230813818373,0.978,0.549,1.00285828199898e-167,Tumor Front,CCDC47
9.76660796894366e-193,1.411722477735,1,0.617,1.76101708288023e-188,Tumor Front,CRIP1
4.16335432468448e-65,1.40821923508969,0.567,0.32,7.50694418283858e-61,Tumor Front,TRAP1
3.05111436207476e-74,1.40398586149926,0.612,0.338,5.501464306257e-70,Tumor Front,PAK4
1.03904498703334e-118,1.39926691323197,0.795,0.391,1.87350201611982e-114,Tumor Front,INTS2
7.97806776302266e-112,1.39159866002213,0.773,0.379,1.43852539835062e-107,Tumor Front,FBP1
6.79501848542014e-52,1.3889121246042,0.53,0.306,1.22520978310611e-47,Tumor Front,HIST1H2BH
7.88335544183844e-157,1.38165691166666,0.977,0.5,1.42144781971789e-152,Tumor Front,CD9
3.54226669870134e-51,1.37808427826634,0.53,0.313,6.3870610844284e-47,Tumor Front,DALRD3
4.54888032440128e-70,1.37398653602471,0.636,0.362,8.20208611292795e-66,Tumor Front,HMGB2
2.21924333761074e-72,1.37128682367794,0.631,0.359,4.00151766204593e-68,Tumor Front,ECI1
5.13844210950184e-176,1.37032185242442,0.997,0.563,9.26512496764276e-172,Tumor Front,STARD3
