"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
6.14160854140311e-05,0.595835652129006,0.279,0.211,1,"Tumor Core","SELENOH"
0.000143982159943214,0.592918310285157,0.343,0.281,1,"Tumor Core","PCBP2"
5.54552513209435e-06,0.592572184544138,0.393,0.313,0.0992427177639605,"Tumor Core","PDIA6"
2.15498454170391e-05,0.575611373336465,0.34,0.267,0.385656033583331,"Tumor Core","CHPF"
0.000168493101097659,0.569680320707627,0.317,0.252,1,"Tumor Core","HLA-DPB1"
0.000391520016232001,0.568190711097037,0.293,0.236,1,"Tumor Core","TMED9"
2.02283788756457e-05,0.565312268885358,0.348,0.277,0.362007068358556,"Tumor Core","HSPE1"
0.00158788679794318,0.560212652870656,0.3,0.252,1,"Tumor Core","CAPN1"
0.000744696700620465,0.557734395528701,0.369,0.319,1,"Tumor Core","ERGIC3"
3.09635874156032e-18,0.557352405162398,0.705,0.575,5.54124360389634e-14,"Tumor Core","PSAP"
0.00341813639804275,0.556367720603869,0.326,0.286,1,"Tumor Core","PDIA4"
4.0654272138152e-06,0.554124621174625,0.421,0.339,0.0727548854184368,"Tumor Core","MMP10"
4.21388699046647e-18,0.552823825693546,0.721,0.567,7.5411721581388e-14,"Tumor Core","ANXA2"
0.00323642644790294,0.546552203930934,0.252,0.204,1,"Tumor Core","CYB5R1"
0.00145377027415654,0.537101537765372,0.29,0.238,1,"Tumor Core","SDC1"
3.94479346339325e-05,0.531136630411952,0.45,0.388,0.705960238208856,"Tumor Core","ARPC1B"
0.00123897511716896,0.524298113265912,0.307,0.26,1,"Tumor Core","ITGAV"
0.00169196705999102,0.520971020109264,0.326,0.278,1,"Tumor Core","COPZ1"
1.4356556989938e-08,0.509672253993866,0.443,0.323,0.00025692494389193,"Tumor Core","SLC2A1"
0.00680131658826555,0.509179434814865,0.3,0.261,1,"Tumor Core","TMEM50A"
1.42632264928564e-13,0.508775887376609,0.771,0.66,2.55254701316158e-09,"Tumor Core","S100A6"
1.16646287091817e-35,0.505106839605288,0.933,0.677,2.08750195379516e-31,"Tumor Core","COL3A1"
1.48514913277499e-11,1.60791036821801,0.275,0.231,2.65782288801413e-07,"Tumor Edge","ITGB4"
4.99520948769848e-90,1.57556601735208,0.55,0.338,8.9394268991852e-86,"Tumor Edge","LAMC2"
2.27930768962329e-34,1.55663400716453,0.4,0.29,4.07904904134983e-30,"Tumor Edge","ITGA3"
4.55003638485414e-58,1.55582246850268,0.471,0.313,8.14274511433496e-54,"Tumor Edge","SDC4"
4.71048819020385e-40,1.48470027385826,0.41,0.287,8.42988966518881e-36,"Tumor Edge","LAMB3"
1.60765641370908e-177,1.4432266959172,0.782,0.446,2.87706191797377e-173,"Tumor Edge","S100A2"
3.69269446423559e-107,1.39656307607135,0.645,0.395,6.60844601319601e-103,"Tumor Edge","COL17A1"
2.29274891416158e-10,1.3779179406889,0.293,0.257,4.10310345678356e-06,"Tumor Edge","COL7A1"
1.07851221753861e-212,1.33999189334245,0.875,0.556,1.93010546450709e-208,"Tumor Edge","MMP1"
5.90290004126919e-21,1.32788604515407,0.406,0.354,1.05638299138553e-16,"Tumor Edge","ANXA1"
2.00157652188823e-17,1.31474919332769,0.358,0.3,3.58202134357118e-13,"Tumor Edge","F3"
9.49986654807614e-06,1.29777053441782,0.253,0.239,0.170009611744371,"Tumor Edge","SDC1"
2.47372842603979e-34,1.27265135492245,0.428,0.315,4.4269843912408e-30,"Tumor Edge","ITGA6"
2.4896831300104e-187,1.26840676224796,0.85,0.535,4.45553692946662e-183,"Tumor Edge","KRT5"
7.14895069795546e-07,1.26742264319384,0.265,0.243,0.0127937621690611,"Tumor Edge","JPT1"
5.59629920992299e-07,1.20228803480174,0.29,0.272,0.0100151370660782,"Tumor Edge","PTK7"
1.94637362855708e-11,1.18056392967523,0.383,0.364,3.48323024566574e-07,"Tumor Edge","CD44"
1.30876260192019e-196,1.13954773457347,0.886,0.58,2.34216155239637e-192,"Tumor Edge","KRT14"
3.80697685119095e-12,1.13546931791065,0.328,0.283,6.81296577289132e-08,"Tumor Edge","MMP13"
0.000449360316642707,1.12332649250906,0.305,0.317,1,"Tumor Edge","GUK1"
1.42360191122955e-05,1.1134479894199,0.315,0.319,0.25476779803364,"Tumor Edge","NDUFS6"
0.00600731037528637,1.10580522802812,0.251,0.256,1,"Tumor Edge","CAV2"
6.65111935422246e-34,1.04515773383209,0.54,0.466,1.19028431963165e-29,"Tumor Edge","ENO1"
2.981322202729e-50,1.03268233380976,0.626,0.527,5.33537421400382e-46,"Tumor Edge","S100A11"
